qid,query,answer_relation,answer_norm,answer_metric,answer_type,query_entity,relation,context
4106,how many pandas are in the us,=,12.0,,panda,"('us',)",,()
5864,how many yha hostels in uk,=,150.0,,yha hostel,"('uk',)",,()
275,how many armenians live in glendale,=,200000.0,,armenian,"('glendale',)",live,()
1600,how many followers does charli have on tiktok,=,41400000.0,,follower,"('tiktok', 'charli')",,()
5680,how many free wsj articles,=,5.0,,free wsj article,(),,()
4168,how many phns in australia,=,31.0,,phn,"('australia',)",,()
5768,how many species of xindi are there,=,5.0,,species,"('xindi',)",,"('there',)"
4537,how many rlcs has turbopolsa won,=,4.0,,,"('rlcs',)",won,"('turbopolsa',)"
4266,how many psc in india,=,29.0,,psc,"('india',)",,()
833,how many coqui are in puerto rico,=,20000.0,,coqui,"('puerto', 'puerto rico')",,()
3531,myq how many devices,=,3.0,,device,"('myq',)",,()
3396,how many mountains are in the us,=,73301.0,,mountain,"('us',)",,()
744,how many chc in india,=,5624.0,,chc,"('india',)",,()
1351,how many epl teams are relegated,=,3.0,,epl team,(),relegated,()
5858,how many hits yb have,=,13.0,,hit,"('yb',)",,()
2161,how many ifc performance standards are there,=,8.0,,performance standard,"('ifc',)",,"('there',)"
282,how many hiv patients in india,=,2100000.0,,patient,"('hiv', 'india')",,()
438,how many b corps are in the us,=,1257.0,,b corp,"('us',)",,()
2950,how many ksrtc buses are there in karnataka,=,24138.0,,ksrtc bus,"('karnataka',)",,"('there',)"
4140,how many pediatric dentists in the us,=,4453.0,,pediatric dentist,"('us',)",,()
4230,how many pogo workers in the philippines,=,56.0,,worker,"('philippines',)",pogo,()
4193,how many teams in pkl,=,12.0,,team,"('pkl',)",,()
4852,how many somalis in maine,=,10000.0,,,"('somalis', 'maine')",,()
5341,how many usns ships are there,=,2.0,,usns ship,(),,"('there',)"
1905,how many pellets in hevi metal,=,273.0,,pellet,"('hevi',)",,"('metal',)"
2804,how many employees work at kforce,=,2400.0,,employee,"('kforce',)",work,()
1865,how many branches hbl have in pakistan,=,1700.0,,branch,"('pakistan',)",hbl,()
5278,how many ultas are there,=,1196.0,,ulta,(),,"('there',)"
5375,how many types of utp cables are there,=,5.0,,type,"('utp',)",,"('cables', 'there')"
2774,how many adc village are there in tripura,=,527.0,,adc village,"('tripura',)",,"('there',)"
1616,how many farm are there in india,=,144300000.0,,farm,"('india',)",,"('there',)"
3782,how many branches does nsitf have,=,67.0,,branch,(),,"('nsitf',)"
4338,how many embassies in pyongyang,=,25.0,,embassy,"('pyongyang',)",,()
3823,how many nuffield hospitals are there in the uk,=,31.0,,nuffield hospital,"('uk',)",,"('there',)"
4361,how many users can qbo have,=,5.0,,user,"('qbo',)",can,()
3299,how many medical schools in california,=,12.0,,medical school,"('california',)",,()
1479,how many fault lines are in utah,=,5.0,,fault line,"('utah',)",,()
2226,how many oil platforms are in the gulf of mexico,=,184.0,,oil platform,"('the gulf of mexico', 'gulf', 'mexico')",,()
5463,how many vigilante levels in san andreas,=,12.0,,vigilante level,"('san', 'san andreas')",,()
5577,how many wechat users outside of china,=,100000000.0,,user,"('china',)",,"('outside',)"
2657,how many james were president,=,1.0,,jame,(),,"('president',)"
3998,how many ombudsman are there in the uk,=,20.0,,ombudsman,"('uk',)",,"('there',)"
5518,how many vta charts are published in canada,=,7.0,,chart,"('vta', 'canada')",published,()
2027,how many hsbc branches in uk,=,600.0,,hsbc branch,"('uk',)",,()
1928,how many hifz in quran,=,6236.0,,hifz,"('quran',)",,()
365,how many acres is america,=,1900000000.0,,acre,"('america',)",,()
4547,how many army bases are there in the us,=,5000.0,,army basis,"('us',)",,"('there',)"
1137,how many dsw stores in canada,=,27.0,,store,"('dsw', 'canada')",,()
3240,how many malls are in the us,=,116000.0,,mall,"('us',)",,()
3585,how many nbme for step 3,=,6.0,,nbme,(),,"('step', '3')"
2986,how many episodes does kuzgun have,=,21.0,,episode,"('kuzgun',)",,()
536,how many bofors guns does india have,=,1580.0,,bofors gun,"('india',)",,()
4657,how many books in john rylands library,=,250000.0,,book,"('library', 'john', 'john rylands library')",rylands,()
366,how many ayahs in surah kahf,=,110.0,,ayah,"('surah',)",,"('kahf',)"
6036,how many zones was berlin divided into,=,4.0,,zone,"('berlin',)",divided,()
1413,how many ethnic groups in vietnam,=,54.0,,ethnic group,"('vietnam',)",,()
2255,how many islands make up japan,=,4.0,,island,"('japan',)",make,()
5897,how many yoshimitsu's are there,=,2.0,,,"('yoshimitsu',)",,"(""'s"", 'there')"
3037,how many laliga has barcelona won,=,26.0,,laliga,"('barcelona',)",,"('won',)"
489,how many bivouacs in ghost recon breakpoint,=,4.0,,bivouac,"('recon',)",,"('breakpoint', 'ghost')"
4345,how many al qaeda members were there in 2001,=,40000.0,,member,"('al qaeda',)",,"('2001', 'there')"
2750,how many kills for kbd pet,=,6880.0,,kill,"('kbd',)",,"('pet',)"
5475,how many vms per core,=,4.0,,vm,(),,"('core',)"
4398,how many are unemployed in florida,=,221905.0,,,"('florida',)",,"('unemployed',)"
5067,how many toilets are in the united states,=,225000000.0,,toilet,"('united', 'the united states')",,()
5394,how many uzbeks in afghanistan,=,1300000.0,,uzbek,"('afghanistan',)",,()
2317,how many ios devices are there,=,1350000000.0,,ios device,(),,"('there',)"
3346,how many mips instructions are there,=,3.0,,instruction,"('mips',)",,"('there',)"
5544,how many wahlberg are there,=,9.0,,wahlberg,(),,"('there',)"
1069,how many dmus exist in the state of florida,=,12.0,,dmu,"('florida',)",exist,"('state',)"
2935,how many kreg screws to use,=,2.0,,kreg,(),screws,"('use', 'to')"
456,how many bff can u have,=,5.0,,bff,(),can,()
5404,how many vans does amazon have,=,20000.0,,van,"('amazon',)",,()
1105,how many dps offices are in texas,=,400.0,,dps office,"('texas',)",,()
1096,how many dok levels are there,=,4.0,,level,"('dok',)",dok,"('there',)"
3126,how many libraries does harvard have,=,70.0,,library,"('harvard',)",,()
2891,how many seasons does knb have,=,3.0,,season,"('knb',)",,()
4016,how many oocytes does meiosis produce,=,4.0,,oocyte,(),produce,"('meiosis',)"
4893,how many does cadillac srx seat,=,5.0,,,"('cadillac',)",,"('seat', 'srx')"
4068,how many students at oswego east high school,=,2717.0,,student,"('oswego', 'oswego east high school')",,()
2224,how many iiit colleges in andhra pradesh,=,4.0,,iiit college,"('andhra',)",,"('pradesh',)"
815,how many cng pump in jaipur,=,2.0,,cng pump,"('jaipur',)",,()
5531,how many veterans live in texas,=,204556.0,,veteran,"('texas',)",live,()
3663,how many nielsen dmas are there,=,210.0,,nielsen dma,(),,"('there',)"
3955,how many phds mark ruffalo,=,7.0,,phds mark,"('mark ruffalo', 'ruffalo')",,()
1720,how many guntas in one acre,=,40.0,,gunta,(),,"('one', 'acre')"
1281,how many eire signs in ireland,=,80.0,,eire sign,"('ireland',)",,()
5495,how many voyages did john cabot go on,=,3.0,,voyage,"('john cabot',)",go,()
56,how many prisoners at adx,=,490.0,,prisoner,"('adx',)",,()
5576,how many wechat users in china,=,889000000.0,,user,"('china',)",,()
111,how many branches of agd bank in myanmar,=,53.0,,branch,"('bank', 'myanmar')",,()
5281,how many unemployment claims in wisconsin,=,1400000.0,,unemployment claim,"('wisconsin',)",,()
241,how many apostles did jesus have,=,12.0,,apostle,"('jesus',)",,()
3933,how many odi matches india played,=,502.0,,match,"('odi', 'india')",played,()
4930,how many employees does swbc have,=,2600.0,,employee,(),,"('swbc',)"
3473,how many mubi subscribers,=,9000000.0,,mubi subscriber,(),,()
1665,how many gajalu for one cent,=,48.4,,gajalu,(),,"('one', 'cent')"
4216,how many pnc bank locations are there,=,2459.0,,bank location,"('pnc',)",,"('there',)"
3650,how many nfl teams are in new york,=,2.0,,nfl team,"('new york', 'new')",,()
4855,how many sooners play for dallas cowboys,=,377.0,,sooner,"('dallas',)",play,"('cowboys',)"
2380,how many islands in greece,=,6000.0,,island,"('greece',)",,()
2677,how many rakat in johar namaz,=,2.0,,rakat,"('johar', 'johar namaz')",,()
939,how many cwd cases in tennessee,=,148.0,,cwd case,"('tennessee',)",,()
2217,how many iit in india,=,16.0,,,"('iit', 'india')",,()
4836,how many ann taylor stores are there,=,165.0,,store,"('ann taylor',)",,"('there',)"
665,how many ccas are in california,=,19.0,,cca,"('california',)",,()
933,how many cwc india won,=,4.0,,,"('cwc', 'india')",,"('won',)"
5685,how many wto agreements,=,60.0,,wto agreement,(),,()
4998,how many tejas mk2 india have,=,324.0,,teja,"('mk2 india', 'india')",,()
937,how many cwd cases in minnesota,=,6.0,,cwd case,"('minnesota',)",,()
3525,how many foods does myfitnesspal have,=,11000000.0,,food,"('myfitnesspal',)",,()
3839,how many nva died in vietnam,=,1100000.0,,,"('vietnam',)",died,"('nva',)"
5296,how many unused tube stations in london,=,270.0,,tube station,"('london',)",,"('unused',)"
3697,how many sldc in india,=,5.0,,sldc,"('india',)",,()
1177,how many gates at dubai,=,28.0,,gate,"('dubai',)",,()
3960,how many ohioans died in the vietnam war,=,2997.0,,,"('ohioans', 'the vietnam war', 'vietnam')",died,()
4327,how many private schools in the us,=,34576.0,,private school,"('us',)",,()
2122,how many idbi branches in india,=,1916.0,,idbi branch,"('india',)",,()
5248,how many uit in rajasthan,=,188.0,,uit,"('rajasthan',)",,()
2087,how many times iblis quran,=,11.0,,time,"('iblis quran', 'iblis')",,()
4760,how many siege players on xbox,=,55000000.0,,siege player,"('xbox',)",,()
771,how many clb levels are there,=,12.0,,clb level,(),,"('there',)"
2927,how many buses in kpn travels,=,600.0,,bus,"('kpn',)",,"('travels',)"
1884,how many hdfc bank branches in tamilnadu,=,325.0,,bank branch,"('hdfc', 'tamilnadu')",,()
4036,how many opportunity zones are in arizona,=,168.0,,opportunity zone,"('arizona',)",,()
2848,how many kipp high schools are there,=,256.0,,kipp high school,(),,"('there',)"
5816,how many miles nissan xterra last,=,200000.0,,mile,"('nissan xterra',)",,"('last',)"
2130,how many idns in the us,=,1000.0,,idn,"('us',)",,()
5703,how many eyes does a horseshoe crab have,=,10.0,,eye,"('horseshoe',)",,"('crab',)"
3558,how many naxal affected districts in jharkhand,=,13.0,,affected district,"('jharkhand',)",,"('naxal',)"
5084,how many courses at tpc sawgrass,=,2.0,,course,"('sawgrass',)",,"('tpc',)"
1756,how many goals does lewandowski have this season,=,51.0,,goal,(),,"('season', 'lewandowski')"
4390,how many subscribers does qobuz have,=,200000.0,,subscriber,(),qobuz,()
3274,how many mclaren 675lt were made,=,500.0,,mclaren,"('675lt',)",made,()
2033,how many nhsc scholarships are awarded,=,222.0,,nhsc scholarship,(),awarded,()
2737,how many kauravas were killed by arjuna,=,100.0,,kaurava,"('arjuna',)",killed,()
1110,how many states in drc,=,25.0,,state,"('drc',)",,()
1432,how many cameras does eufy support,=,4.0,,camera,(),eufy,"('support',)"
3748,how many npr stations,=,1000.0,,npr station,(),,()
1309,how many emc points to become equity,=,25.0,,equity,"('emc',)",points,"('become', 'to')"
1803,how many gto judges were made,=,6833.0,,gto judge,(),made,()
3959,how many ohio state troopers are there,=,1600.0,,state trooper,"('ohio',)",,"('there',)"
3913,how many oceans does the earth have,=,4.0,,ocean,"('earth',)",,()
5740,xes how many branches,=,80.0,,branch,"('xes',)",,()
1161,how many duffy's locations are there in florida,=,34.0,,duffy,"('florida',)",,"(""'s"", 'there', 'locations')"
1702,how many georgia counties,=,159.0,,georgia county,(),,()
5579,how many wegmans locations are there,=,101.0,,wegmans location,(),,"('there',)"
5895,how many levels in yooka laylee,=,40.0,,level,"('yooka', 'yooka laylee')",,()
118,how many ahi is normal,=,5.0,,,"('ahi',)",,"('normal',)"
5730,how many lone pairs does xef4 have,=,2.0,,lone pair,"('xef4',)",,()
1911,how many hezbollah fighters killed in syria,=,8.0,,fighter,"('syria', 'hezbollah')",killed,()
3836,how many villages in nuzendla mandal,=,24.0,,village,"('nuzendla',)",,"('mandal',)"
5715,how many xanax are in a roll,=,1.0,,xanax,(),,"('roll',)"
3722,how many nobles in england,=,14.0,,noble,"('england',)",,()
5079,how many touhou characters are there,=,180.0,,touhou character,(),,"('there',)"
951,how many dahlia blooms per tuber,=,11.0,,dahlia bloom,"('tuber',)",,()
2256,how many streets in ilkeston,=,644.0,,street,"('ilkeston',)",,()
2493,how many subs does james have,=,16500000.0,,sub,"('james',)",,()
3421,how many mri machines in canada,=,3.0,,machine,"('mri', 'canada')",,()
1676,how many gates can kakashi open,=,5.0,,gate,(),kakashi,"('open',)"
5062,how many tiny homes are there in the us,=,10000.0,,tiny home,"('us',)",,"('there',)"
1234,how many eddie and the cruiser movies are there,=,2.0,,eddie,(),,"('and', 'cruiser', 'movies', 'there')"
273,how many arlo finch books are there,=,3.0,,finch book,"('arlo finch books',)",,"('there',)"
3750,how many podcasts does npr have,=,16000000.0,,podcast,"('npr',)",,()
1019,how many dots in quran,=,1015030.0,,dot,"('quran',)",,()
5434,how many vehicles in the us,=,273600000.0,,vehicle,"('us',)",,()
1204,how many ebola cases were in the us,=,11.0,,case,"('ebola', 'us')",,()
5053,how many tn state parks,=,56.0,,tn state park,(),,()
5904,how many lanes at san ysidro border,=,34.0,,lane,"('san', 'san ysidro')",,"('border',)"
5274,how many ulbs in odisha,=,114.0,,ulb,"('odisha',)",,()
4922,how many surgeons in the us,=,18000.0,,surgeon,"('us',)",,()
4769,how many single family homes in the us,=,95000000.0,,family home,"('us',)",,"('single',)"
4623,how many rto in maharashtra,=,50.0,,,"('rto', 'maharashtra')",,()
4247,how many ppv buys for ufc 246,=,2000000.0,,ppv buy,"('ufc',)",,"('246',)"
1123,how many drt are there in india,=,32.0,,drt,"('india',)",,"('there',)"
5035,how many towns are in the us,=,19495.0,,town,"('us',)",,()
1947,how many hindus in the world,=,1200000000.0,,hindu,(),,"('world',)"
4179,how many picks are there in the nfl draft,=,30.0,,pick,(),,"('nfl', 'there', 'draft')"
616,how many bwi airports are there,=,3160.0,,bwi airport,(),,"('there',)"
3132,how many liu in china,=,2.0,,,"('liu', 'china')",,()
984,how many ddgs in the navy,=,66.0,,ddg,(),,"('navy',)"
1193,how many moons does earth have,=,1.0,,moon,(),,"('earth',)"
4820,how many sms can be stored in nokia 216,=,50.0,,sm,"('nokia',)",stored,"('216',)"
5000,how many temples are in utah,=,17.0,,temple,"('utah',)",,()
1312,how many emojis does android have,=,236.0,,emoji,(),,"('android',)"
1642,how many ftz in singapore,=,3.0,,,"('singapore',)",,"('ftz',)"
1924,how many hgvs on uk roads,=,500300.0,,road,"('uk',)",,"('hgvs',)"
5423,how many vcs in silicon valley,=,14.0,,vc,"('silicon', 'silicon valley')",,()
4953,how many tafes in victoria,=,5.0,,tafe,"('victoria',)",,()
3102,how many fans does lfc have,=,580000000.0,,fan,(),lfc,()
4877,how many languages are spoken in london,=,300.0,,language,"('london',)",spoken,()
2846,how many kimpton hotels are there,=,68.0,,hotel,"('kimpton hotels', 'kimpton')",,"('there',)"
440,how many bct in the us army,=,31.0,,bct,"('us',)",,"('army',)"
3655,how many nhl teams in california,=,3.0,,nhl team,"('california',)",,()
1870,how many hbo now subscribers,=,8000000.0,,subscriber,"('hbo',)",,"('now',)"
3464,how many volumes of mtmte are there,=,57.0,,volume,"('mtmte',)",,"('there',)"
2207,how many ihms are there in india,=,46.0,,ihm,"('india',)",,"('there',)"
2858,how many kjs should i eat,=,8700.0,,,"('kjs',)",eat,()
5997,how many zip codes are there in the us,=,42000.0,,zip code,"('us',)",,"('there',)"
5362,how many uti are there,=,3.0,,uti,(),,"('there',)"
2999,how many kvs are there approximately in india,=,1228.0,,kv,"('india',)",,"('approximately',)"
4268,how many psc members in kerala,=,5.0,,psc member,"('kerala',)",,()
681,how many cctv cameras in china,=,170000000.0,,cctv camera,"('china',)",,()
1329,how many enlisted in the us military,=,1300000.0,,military,"('us',)",,"('enlisted',)"
2940,how many crest gates in krs dam,=,48.0,,crest gate,"('krs',)",,"('dam',)"
383,how many azeris live in iran,=,20000000.0,,azeri,"('iran',)",live,()
5528,how many volcanoes are in washington state,=,5.0,,volcano,"('washington',)",,"('state',)"
4614,how many gates at rsw airport,=,28.0,,gate,"('rsw',)",,"('airport',)"
3851,how many teams qualify for nxn,=,5.0,,team,"('nxn',)",qualify,()
3000,how many kvs in india,=,1228.0,,kv,"('india',)",,()
5890,how many yokai in yokai watch 1,=,752.0,,yokai,"('yokai',)",watch,"('1',)"
1118,how many drdo office in india,=,50.0,,drdo office,"('india',)",,()
5509,how many types of vsd,=,4.0,,type,"('vsd',)",,()
1565,how many fjords does norway have,=,1190.0,,fjord,"('norway',)",,()
5048,how many tmc mp in west bengal,=,294.0,,tmc,"('west bengal', 'mp', 'west')",,()
4752,how many shlokas in sunderkand,=,24000.0,,sunderkand,"('shlokas',)",shlokas,()
333,how many auctioneers are there in the united states,=,25000.0,,auctioneer,"('united', 'the united states')",,"('there',)"
